Model,R2_Train,R2_Test,MAE_Test,RMSE_Test
TFT,0.9959155484257084,0.9472368191171295,28.579267750611812,63.694314708610925
TCN,0.9935535292959458,0.946094733941993,28.82718535162936,64.3799717155198
