Model,R2_Train,R2_Test,MAE_Test,RMSE_Test
XGBoost,0.9978273373800415,0.9931049040647284,10.060161380280636,23.025302320427876
Random Forest,0.9958313604718955,0.9929006581961393,9.901968235345683,23.363840227215174
LSTM,0.9505269366705501,0.9266499676767044,38.98666739647821,75.0992049628213
CNN-LSTM,0.9469623608622384,0.9359235839992327,37.812751545556175,70.1914623902613
