Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,24355,-,-,-,31.55,74.35,6,0,6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Snow Depth,Wind Direction,Wind Speed,Fill Flag
2001,1,1,0,0,0,0,0,0,0,0,-6,12,990,26.650000000000002,163.12,0.517,0,307.40000000000003,1.1,0
2001,1,1,1,0,0,0,0,0,0,0,-6,12,990,27.91,171.4,0.529,0,301.8,0.9,0
2001,1,1,2,0,0,0,0,0,0,0,-6,11,990,28.87,165.28,0.542,0,294.7,0.8,0
2001,1,1,3,0,0,0,0,0,0,0,-6,11,990,29.29,153.34,0.557,0,289.3,0.8,0
2001,1,1,4,0,0,0,0,0,0,0,-6,11,990,30.17,140.65,0.582,0,292.6,0.9,0
2001,1,1,5,0,0,0,0,0,0,0,-6,10,990,30.95,127.89,0.612,0,303.8,0.9,0
2001,1,1,6,0,0,0,0,0,0,0,6,11,990,74.16,115.3,2.111,0,304.7,1.3,0
2001,1,1,7,0,0,0,0,0,0,0,6,11,990,73.22,103.02,2.126,0,297.90000000000003,0.9,0
2001,1,1,8,0,0,0,0,0,0,0,9,11,990,87.16,91.24,2.132,0,284.8,0.4,0
2001,1,1,9,0,88,70,100,67,257,111,9,12,990,84.62,80.24,2.132,0,131,0.5,0
2001,1,1,10,0,57,0,57,118,477,278,8,14,990,73.18,70.41,2.1390000000000002,0,117.80000000000001,1.1,0
2001,1,1,11,0,178,15,185,147,595,423,9,15,990,69.4,62.34,2.142,0,114.4,1.5,0
2001,1,1,12,0,276,91,326,162,655,521,9,17,990,63.27,56.79,2.14,0,118.2,2.1,0
2001,1,1,13,0,247,26,263,167,676,559,9,18,990,58.7,54.56,2.132,0,117.4,2.1,0
2001,1,1,14,0,216,8,221,164,663,534,9,19,990,54.59,56.04,2.112,0,114.60000000000001,1.8,0
2001,1,1,15,0,139,0,139,151,613,449,8,18,990,54.14,60.95,2.079,0,104.10000000000001,1.4000000000000001,0
2001,1,1,16,0,103,0,103,126,510,312,8,17,990,55.9,68.57000000000001,2.058,0,84.9,0.9,0
2001,1,1,17,0,104,107,127,81,316,146,8,15,990,64.78,78.09,2.0380000000000003,0,52.900000000000006,0.7000000000000001,0
2001,1,1,18,0,1,0,1,6,14,7,7,14,990,66.27,88.88,1.998,0,35,0.9,0
2001,1,1,19,0,0,0,0,0,0,0,7,13,990,68.26,100.53,1.951,0,39.400000000000006,1,0
2001,1,1,20,0,0,0,0,0,0,0,7,13,990,70.06,112.73,1.9140000000000001,0,52.6,1.1,0
2001,1,1,21,0,0,0,0,0,0,0,7,12,990,72.13,125.28,1.889,0,73.9,1.1,0
2001,1,1,22,0,0,0,0,0,0,0,7,12,990,74.37,138.02,1.865,0,88.60000000000001,1.3,0
2001,1,1,23,0,0,0,0,0,0,0,7,11,990,76.59,150.75,1.843,0,95.10000000000001,1.3,0
2001,1,2,0,0,0,0,0,0,0,0,7,11,990,78.69,162.95000000000002,1.826,0,97.9,1.2000000000000002,0
2001,1,2,1,0,0,0,0,0,0,0,7,10,990,80.85000000000001,171.28,1.818,0,98.4,1.1,0
2001,1,2,2,0,0,0,0,0,0,0,7,10,990,82.94,165.33,1.821,0,96.5,0.9,0
2001,1,2,3,0,0,0,0,0,0,0,7,10,990,84.76,153.42000000000002,1.831,0,83.2,0.7000000000000001,0
2001,1,2,4,0,0,0,0,0,0,0,7,9,990,86.59,140.74,1.846,0,56.7,0.6000000000000001,0
2001,1,2,5,0,0,0,0,0,0,0,7,9,990,88.59,127.98,1.847,0,43,0.7000000000000001,0
2001,1,2,6,0,0,0,0,0,0,0,7,9,990,90.37,115.36,1.833,0,44.5,1,0
2001,1,2,7,0,0,0,0,0,0,0,7,8,990,91.87,103.07000000000001,1.809,0,49.800000000000004,1.1,0
2001,1,2,8,0,0,0,0,0,0,0,7,9,990,86.75,91.28,1.784,0,57.800000000000004,0.8,0
2001,1,2,9,0,79,189,111,68,262,112,7,12,990,73.47,80.26,1.7610000000000001,0,92.60000000000001,0.4,0
2001,1,2,10,0,119,486,282,119,486,282,8,16,990,61.29,70.42,1.737,0,191.3,0.4,0
2001,1,2,11,0,148,605,429,148,605,429,8,19,990,48.7,62.32,1.719,0,211.70000000000002,0.8,0
2001,1,2,12,0,163,666,528,163,666,528,7,21,990,42.800000000000004,56.74,1.71,0,228,1.1,0
