Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,24355,-,-,-,31.55,74.35,6,0,6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Snow Depth,Wind Direction,Wind Speed,Fill Flag
2000,1,1,0,0,0,0,0,0,0,0,6,11,990,77.52,163.09,1.817,0,8.3,3.3000000000000003,0
2000,1,1,1,0,0,0,0,0,0,0,7,10,990,79.86,171.38,1.807,0,7.7,3,0
2000,1,1,2,0,0,0,0,0,0,0,7,10,990,80.15,165.29,1.819,0,1.9000000000000001,2.6,0
2000,1,1,3,0,0,0,0,0,0,0,6,10,990,79.44,153.36,1.844,0,351.6,2.3000000000000003,0
2000,1,1,4,0,0,0,0,0,0,0,6,10,990,78.19,140.67000000000002,1.872,0,338.90000000000003,2.1,0
2000,1,1,5,0,0,0,0,0,0,0,6,10,990,76.41,127.91,1.9000000000000001,0,326,1.9000000000000001,0
2000,1,1,6,0,0,0,0,0,0,0,-15,9,990,15.52,115.25,0.558,0,56.7,1.3,0
2000,1,1,7,0,0,0,0,0,0,0,-15,9,990,15.950000000000001,102.97,0.555,0,57.5,1.1,0
2000,1,1,8,0,0,0,0,0,0,0,-15,10,990,15.040000000000001,91.2,0.552,0,60.5,0.9,0
2000,1,1,9,0,78,120,99,76,237,116,-15,14,990,11.67,80.21000000000001,0.55,0,53.2,0.6000000000000001,0
2000,1,1,10,0,150,288,247,136,462,292,-15,17,990,9.42,70.4,0.55,0,13.700000000000001,0.2,0
2000,1,1,11,0,212,376,387,170,586,443,-15,21,990,7.33,62.35,0.551,0,287.7,0.5,0
2000,1,1,12,0,228,510,508,189,650,544,-15,25,990,6.08,56.83,0.552,0,284.90000000000003,1.2000000000000002,0
2000,1,1,13,0,200,646,575,195,671,584,-14,26,990,5.73,54.620000000000005,0.553,0,285.8,1.4000000000000001,0
2000,1,1,14,0,188,646,549,191,657,557,-14,26,990,5.76,56.120000000000005,0.555,0,289.40000000000003,1.5,0
2000,1,1,15,0,175,587,460,175,602,467,-14,26,990,6.11,61.050000000000004,0.558,0,298,1.4000000000000001,0
2000,1,1,16,0,145,479,320,145,493,324,-14,24,990,6.92,68.67,0.561,0,307.20000000000005,1.3,0
2000,1,1,17,0,97,237,146,91,291,150,-13,20,990,9.14,78.19,0.5660000000000001,0,313.20000000000005,1.3,0
2000,1,1,18,0,1,0,1,6,7,6,-13,17,990,10.69,88.98,0.5720000000000001,0,315.6,1.3,0
2000,1,1,19,0,0,0,0,0,0,0,-13,16,990,11.44,100.63,0.579,0,317.6,1.3,0
