Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,24355,-,-,-,31.55,74.35,6,0,6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Snow Depth,Wind Direction,Wind Speed,Fill Flag
2004,1,1,0,0,0,0,0,0,0,0,13,14,980,93.29,163.09,2.585,0,175.60000000000002,6.4,0
2004,1,1,1,0,0,0,0,0,0,0,12,14,990,94.41,171.38,1.936,0,181.4,5.7,0
2004,1,1,2,0,0,0,0,0,0,0,11,13,990,94.76,165.29,1.459,0,178.8,5.1000000000000005,0
2004,1,1,3,0,0,0,0,0,0,0,10,11,990,94.11,153.36,1.289,0,177.60000000000002,4.4,0
2004,1,1,4,0,0,0,0,0,0,0,9,10,990,94.83,140.67000000000002,1.24,0,177.8,3.7,0
2004,1,1,5,0,0,0,0,0,0,0,8,9,990,96.83,127.91,1.243,0,172.10000000000002,3.2,0
2004,1,1,6,0,0,0,0,0,0,0,-18,10,990,11.35,115.25,0.706,0,68.7,2.1,0
2004,1,1,7,0,0,0,0,0,0,0,-18,10,990,11.41,102.97,0.672,0,75.4,2.1,0
2004,1,1,8,0,0,0,0,0,0,0,-18,11,990,11.11,91.2,0.641,0,81.10000000000001,2,0
2004,1,1,9,0,70,26,75,78,185,109,-19,14,990,8.27,80.21000000000001,0.612,0,89.4,1.9000000000000001,0
2004,1,1,10,0,142,13,147,149,395,282,-20,17,990,6.0200000000000005,70.4,0.591,0,96.5,1.5,0
2004,1,1,11,0,208,24,220,191,518,431,-22,21,990,3.97,62.35,0.577,0,91.80000000000001,1.4000000000000001,0
2004,1,1,12,0,265,25,279,213,583,532,-23,24,990,3.19,56.83,0.5670000000000001,0,94.2,1.3,0
2004,1,1,13,0,230,11,237,221,606,572,-22,25,990,3.15,54.61,0.558,0,106.80000000000001,1,0
2004,1,1,14,0,226,10,232,216,591,545,-22,25,990,3.36,56.11,0.554,0,117,0.8,0
2004,1,1,15,0,205,12,211,197,536,456,-21,24,990,3.66,61.04,0.555,0,116.2,0.6000000000000001,0
2004,1,1,16,0,161,38,175,160,427,315,-21,22,990,4.18,68.67,0.547,0,99.2,0.4,0
2004,1,1,17,0,67,0,67,95,236,144,-12,18,990,11.77,78.19,0.538,0,75.10000000000001,0.30000000000000004,0
2004,1,1,18,0,1,0,1,4,4,5,-11,16,990,13.98,88.98,0.53,0,9.3,0.2,0
2004,1,1,19,0,0,0,0,0,0,0,-15,15,990,11.25,100.63,0.525,0,338.8,0.4,0
2004,1,1,20,0,0,0,0,0,0,0,-13,14,990,13.27,112.82000000000001,0.52,0,341.3,0.7000000000000001,0
2004,1,1,21,0,0,0,0,0,0,0,-17,13,990,10.09,125.38000000000001,0.515,0,345.70000000000005,0.9,0
2004,1,1,22,0,0,0,0,0,0,0,-17,12,990,11.120000000000001,138.12,0.516,0,350.3,1.1,0
2004,1,1,23,0,0,0,0,0,0,0,-19,12,990,9.28,150.85,0.519,0,357.90000000000003,1.2000000000000002,0
2004,1,2,0,0,0,0,0,0,0,0,-17,11,990,12.18,163.06,0.522,0,9.5,1.1,0
2004,1,2,1,0,0,0,0,0,0,0,-18,11,990,11.58,171.35,0.524,0,24.3,1,0
2004,1,2,2,0,0,0,0,0,0,0,-15,10,990,14.21,165.3,0.525,0,37.800000000000004,0.9,0
2004,1,2,3,0,0,0,0,0,0,0,-17,10,990,12.620000000000001,153.38,0.52,0,39.800000000000004,0.8,0
2004,1,2,4,0,0,0,0,0,0,0,-15,9,990,15.19,140.69,0.506,0,33.1,0.8,0
2004,1,2,5,0,0,0,0,0,0,0,-17,9,990,13.530000000000001,127.93,0.491,0,28.900000000000002,0.9,0
2004,1,2,6,0,0,0,0,0,0,0,-15,8,990,16.35,115.32000000000001,0.47700000000000004,0,27.1,1,0
2004,1,2,7,0,0,0,0,0,0,0,-17,8,990,14.530000000000001,103.03,0.465,0,26.1,1.1,0
2004,1,2,8,0,0,0,0,0,0,0,-15,9,990,16.18,91.25,0.456,0,26.900000000000002,1.1,0
2004,1,2,9,0,60,1,61,79,190,111,-16,13,990,11.32,80.24,0.451,0,26.400000000000002,1.1,0
2004,1,2,10,0,120,1,121,151,401,285,-17,16,1000,8.31,70.41,0.45,0,18.2,0.9,0
2004,1,2,11,0,156,1,157,192,525,436,-16,21,1000,6.7,62.33,0.451,0,350.70000000000005,0.9,0
2004,1,2,12,0,167,0,167,214,590,538,-15,23,1000,6.57,56.78,0.451,0,334,1,0
2004,1,2,13,0,202,4,205,222,613,578,-13,24,990,7.01,54.54,0.447,0,326.8,1.1,0
2004,1,2,14,0,198,5,201,217,599,552,-13,24,990,7.42,56.01,0.437,0,328.1,1.2000000000000002,0
2004,1,2,15,0,159,1,160,198,545,463,-13,23,990,7.94,60.92,0.425,0,328.1,1.4000000000000001,0
2004,1,2,16,0,110,0,110,162,436,321,-13,21,990,8.83,68.53,0.42,0,325.90000000000003,1.6,0
2004,1,2,17,0,64,0,64,98,245,148,-12,17,990,12.34,78.05,0.41500000000000004,0,317.40000000000003,1.9000000000000001,0
2004,1,2,18,0,1,0,1,5,5,5,-13,14,990,13.71,88.84,0.41200000000000003,0,310.8,2.3000000000000003,0
