datetime,XGBoost,RandomForest,LSTM,CNN_LSTM
2025-11-03 08:00:00,692.0822,807.4678186548753,85.06982,71.50887
2025-11-03 09:00:00,251.41399,346.4451136236144,85.06982,71.50887
2025-11-03 10:00:00,256.983,334.4139756094815,85.06982,71.50887
2025-11-03 11:00:00,363.36328,354.14819442831106,85.06982,71.5089
2025-11-03 12:00:00,596.21893,571.7248845295818,85.06985,71.50887
2025-11-03 13:00:00,373.25702,414.48930990057903,85.06982,71.50887
2025-11-03 14:00:00,423.2317,370.8106977329857,85.06982,71.50887
2025-11-03 15:00:00,-93.01197,82.83219891131476,85.06982,71.50887
2025-11-03 16:00:00,386.34305,396.70704859291413,85.06982,71.5089
2025-11-03 17:00:00,-42.185658,93.43796879507792,85.06982,71.5089
2025-11-03 18:00:00,-27.127148,91.80543253893835,85.06982,71.5089
2025-11-03 19:00:00,-50.789146,87.11943195288589,85.06982,71.50887
2025-11-03 20:00:00,51.0139,107.84013296349588,85.06982,71.5089
2025-11-03 21:00:00,-24.81316,41.060780674579355,85.06985,71.5089
2025-11-03 22:00:00,257.331,298.00485798416065,85.06985,71.50887
2025-11-03 23:00:00,8.638932,38.151063737165025,85.06982,71.5089
2025-11-04 00:00:00,740.0122,845.7795923679383,85.06982,71.5089
2025-11-04 01:00:00,572.4405,730.2475281076273,85.06982,71.5089
2025-11-04 02:00:00,847.0373,895.3943966169979,85.069786,71.5089
2025-11-04 03:00:00,772.65344,911.2722368776742,85.06982,71.5089
2025-11-04 04:00:00,708.8292,840.1409179156203,85.06982,71.50887
2025-11-04 05:00:00,-3.7172313,39.54196278642152,85.06982,71.50887
2025-11-04 06:00:00,150.72482,173.33428970220095,85.06982,71.50887
2025-11-04 07:00:00,227.49042,255.2098671318856,85.06982,71.5089
2025-11-04 08:00:00,704.68994,806.6015307909419,85.06982,71.5089
2025-11-04 09:00:00,120.74688,280.07053013009994,85.06982,71.5089
2025-11-04 10:00:00,200.1602,237.8913438049736,85.06985,71.5089
2025-11-04 11:00:00,344.36487,360.40229546427537,85.06982,71.50887
2025-11-04 12:00:00,635.5883,639.2060281293149,85.06982,71.50887
2025-11-04 13:00:00,366.05695,386.51264699743956,85.06982,71.5089
2025-11-04 14:00:00,436.70776,364.01327339206676,85.06982,71.5089
2025-11-04 15:00:00,-60.347794,83.21228601890459,85.06982,71.5089
2025-11-04 16:00:00,378.93933,386.81497852173663,85.06982,71.50887
2025-11-04 17:00:00,-73.20388,92.70270270801682,85.06982,71.5089
2025-11-04 18:00:00,-38.022015,101.26946768730531,85.06982,71.5089
2025-11-04 19:00:00,-78.555916,69.37354739305992,85.06982,71.5089
2025-11-04 20:00:00,130.40671,102.0270350116778,85.06982,71.5089
2025-11-04 21:00:00,-25.981209,39.77649439469032,85.06982,71.5089
2025-11-04 22:00:00,249.2812,279.88813722716384,85.06982,71.50887
2025-11-04 23:00:00,-43.500317,36.49537162505767,85.06982,71.50887
2025-11-05 00:00:00,740.76794,854.2021905454426,85.06985,71.5089
2025-11-05 01:00:00,538.8988,730.5658701010914,85.06982,71.5089
2025-11-05 02:00:00,846.3074,891.5515846409536,85.06982,71.5089
2025-11-05 03:00:00,756.1722,909.2623156837531,85.06982,71.5089
2025-11-05 04:00:00,708.77576,839.1156589359063,85.06982,71.5089
2025-11-05 05:00:00,35.416714,39.194270113357575,85.06982,71.5089
2025-11-05 06:00:00,201.32167,215.05660233566664,85.06982,71.5089
2025-11-05 07:00:00,347.1448,343.4560758813983,85.06982,71.5089
2025-11-05 08:00:00,724.1042,838.4442243040673,85.06982,71.5089
2025-11-05 09:00:00,23.194387,62.06053202101678,85.06982,71.5089
2025-11-05 10:00:00,114.49148,188.1712794159731,85.06982,71.5089
2025-11-05 11:00:00,336.90048,334.18962848326606,85.06982,71.5089
2025-11-05 12:00:00,635.8286,649.9980057600909,85.06982,71.5089
2025-11-05 13:00:00,359.23346,381.5706892163234,85.06985,71.5089
2025-11-05 14:00:00,455.39932,378.9702607300593,85.06982,71.50887
2025-11-05 15:00:00,-69.81685,83.05536183118097,85.06982,71.50887
2025-11-05 16:00:00,399.50626,390.4454033136643,85.06982,71.50887
2025-11-05 17:00:00,-63.083576,93.44128433217361,85.06982,71.5089
2025-11-05 18:00:00,12.774326,92.42755156915719,85.06982,71.5089
2025-11-05 19:00:00,-34.79848,47.64306813454646,85.06982,71.5089
2025-11-05 20:00:00,179.82518,131.29456913761643,85.06982,71.5089
2025-11-05 21:00:00,-12.147303,39.06569220990039,85.06985,71.5089
2025-11-05 22:00:00,202.62201,297.3926410422765,85.06982,71.50887
2025-11-05 23:00:00,-31.8698,23.066157135938553,85.06982,71.50887
2025-11-06 00:00:00,752.0091,856.144149803585,85.06982,71.50887
2025-11-06 01:00:00,464.91608,684.081030547647,85.06982,71.5089
2025-11-06 02:00:00,817.2418,894.4982038419065,85.06985,71.50887
2025-11-06 03:00:00,717.7455,891.7395601977936,85.06982,71.50887
2025-11-06 04:00:00,659.89154,839.8519852112514,85.06982,71.50887
2025-11-06 05:00:00,76.16918,37.26480481923552,85.06982,71.50887
2025-11-06 06:00:00,306.82166,262.16456675635,85.06982,71.5089
2025-11-06 07:00:00,484.53552,544.3799521789616,85.06982,71.5089
2025-11-06 08:00:00,755.5374,840.2413218948976,85.06982,71.5089
2025-11-06 09:00:00,27.355995,65.13630655640712,85.06982,71.50887
2025-11-06 10:00:00,105.0012,79.39179782423561,85.06982,71.5089
2025-11-06 11:00:00,325.3233,327.94574653673385,85.06985,71.5089
2025-11-06 12:00:00,642.3047,650.1579481230367,85.06985,71.50887
2025-11-06 13:00:00,329.37344,367.4277191357414,85.06982,71.5089
2025-11-06 14:00:00,449.6421,415.0466054709321,85.06982,71.5089
2025-11-06 15:00:00,-51.54373,85.96784446411927,85.06982,71.5089
2025-11-06 16:00:00,410.71225,354.05330795598326,85.069786,71.5089
2025-11-06 17:00:00,-61.025127,90.01987127593759,85.06982,71.5089
2025-11-06 18:00:00,22.986784,114.44524002757282,85.06982,71.50887
2025-11-06 19:00:00,-37.498425,45.76224454967796,85.06982,71.50887
2025-11-06 20:00:00,195.4542,191.8702548344198,85.06982,71.50887
2025-11-06 21:00:00,-10.501347,40.858156869997245,85.06982,71.5089
2025-11-06 22:00:00,202.40005,287.12754151573887,85.06982,71.5089
2025-11-06 23:00:00,-35.234097,19.154964287527708,85.06982,71.5089
2025-11-07 00:00:00,758.2451,872.9814109481216,85.06985,71.5089
2025-11-07 01:00:00,371.458,606.0567742404926,85.06982,71.50887
2025-11-07 02:00:00,807.4167,899.9771012326668,85.06982,71.50887
2025-11-07 03:00:00,711.7521,843.1088387098184,85.06982,71.5089
2025-11-07 04:00:00,662.52136,780.900460173133,85.06982,71.5089
2025-11-07 05:00:00,103.68597,38.85602700515561,85.06982,71.5089
2025-11-07 06:00:00,446.62262,439.91441565898623,85.06982,71.50887
2025-11-07 07:00:00,514.1052,645.5875423753228,85.06982,71.5089
2025-11-07 08:00:00,781.5952,875.1076141624719,85.06982,71.5089
2025-11-07 09:00:00,51.801743,76.74838908591926,85.06982,71.5089
2025-11-07 10:00:00,94.726944,80.31328230361527,85.06982,71.5089
2025-11-07 11:00:00,314.9768,320.0300415207578,85.06982,71.5089
2025-11-07 12:00:00,648.55585,650.8642522063748,85.06982,71.50887
2025-11-07 13:00:00,312.36954,324.4916350889686,85.06982,71.50887
2025-11-07 14:00:00,438.09592,402.070631698163,85.06985,71.5089
2025-11-07 15:00:00,-57.154305,79.99094822152344,85.06982,71.5089
2025-11-07 16:00:00,385.10156,345.969509821761,85.06982,71.5089
