datetime,XGBoost,RandomForest,LSTM,CNN_LSTM,Ensemble,Open-Meteo_API
2025-12-21 00:00:00,0.2366773933172226,0.0,4.238347053527832,9.121205,0.0,0.0
2025-12-21 01:00:00,0.21216155588626862,0.0,0.49216192960739136,8.705205,0.0,0.0
2025-12-21 02:00:00,0.0,0.0,0.0,7.0003405,0.0,0.0
2025-12-21 03:00:00,0.0,0.0,0.0,6.5500536,0.0,0.0
2025-12-21 04:00:00,0.0,0.0,1.0534565448760986,7.4124804,0.0,0.0
2025-12-21 05:00:00,0.0,0.0,1.8285877704620361,10.676549,0.0,0.0
2025-12-21 06:00:00,2.303957223892212,0.0,19.6971492767334,38.082874,0.0,0.0
2025-12-21 07:00:00,58.865543365478516,52.468456336520205,147.74105834960938,154.66728,0.0,0.0
2025-12-21 08:00:00,217.12429809570312,201.2650245264041,323.08428955078125,277.27795,56.031336145094805,49.0
2025-12-21 09:00:00,428.0967712402344,508.7392447220055,420.8741455078125,370.3025,177.1212967997038,150.0
2025-12-21 10:00:00,499.4549865722656,488.70121515968225,458.0233459472656,405.3911,324.0248656680811,269.0
2025-12-21 11:00:00,561.3439331054688,524.1027639099079,428.077880859375,381.31287,445.2867993601369,332.0
2025-12-21 12:00:00,565.1998901367188,525.2299426903954,348.39678955078125,341.2924,440.579455295243,405.0
2025-12-21 13:00:00,506.1276550292969,458.5594665025363,258.7076110839844,257.76147,388.80350439661305,414.0
2025-12-21 14:00:00,360.00726318359375,336.3891214974311,143.51170349121094,196.68188,316.1599417460475,387.0
2025-12-21 15:00:00,220.3395233154297,163.67809999997044,52.8559455871582,79.57166,213.0336581197235,291.0
2025-12-21 16:00:00,69.30902862548828,36.993779506286124,17.0679988861084,13.267034,108.96867787439139,139.0
2025-12-21 17:00:00,2.9693448543548584,0.0,10.34349536895752,7.937215,53.12513768672943,39.0
2025-12-21 18:00:00,0.7240719199180603,0.0,7.7485246658325195,7.22997,0.0,0.0
2025-12-21 19:00:00,0.0,0.0,6.8554277420043945,8.161962,0.0,0.0
2025-12-21 20:00:00,0.0,0.0,6.063389778137207,8.793431,0.0,0.0
2025-12-21 21:00:00,0.0,0.0,5.201359748840332,10.34998,0.0,0.0
2025-12-21 22:00:00,0.0,0.0,4.127385139465332,9.625615,0.0,0.0
2025-12-21 23:00:00,0.24777203798294067,0.0,4.293187141418457,9.336904,0.0,0.0
